region,office_id,office_type,date,day_of_week,hour,is_holiday,weather,seasonal_factor,num_visitors,actual_wait_time_minutes,crowd_level
IN,in_office_3,government_office,2025-04-27,6,11,0,storm,1.15,21,16,moderate
IN,in_office_3,government_office,2025-04-27,6,12,0,normal,1.15,19,15,low
IN,in_office_3,government_office,2025-04-27,6,13,0,extreme_heat,1.15,17,15,low
IN,in_office_3,government_office,2025-04-27,6,14,0,extreme_heat,1.15,22,25,moderate
IN,in_office_3,government_office,2025-04-27,6,15,0,extreme_heat,1.15,18,23,low
IN,in_office_3,government_office,2025-04-27,6,16,0,extreme_heat,1.15,11,22,low
IN,in_office_3,government_office,2025-04-28,0,9,0,normal,1.15,31,22,moderate
IN,in_office_3,government_office,2025-04-28,0,10,0,normal,1.15,53,53,high
IN,in_office_3,government_office,2025-04-28,0,11,0,extreme_heat,1.15,60,60,high
IN,in_office_3,government_office,2025-04-28,0,12,0,clear,1.15,46,41,high
IN,in_office_3,government_office,2025-04-28,0,13,0,storm,1.15,31,29,moderate
IN,in_office_3,government_office,2025-04-28,0,14,0,normal,1.15,72,70,high
IN,in_office_3,government_office,2025-04-28,0,15,0,clear,1.15,62,61,high
IN,in_office_3,government_office,2025-04-28,0,16,0,normal,1.15,44,41,moderate
IN,in_office_3,government_office,2025-04-29,1,9,0,extreme_heat,1.15,22,17,moderate
IN,in_office_3,government_office,2025-04-29,1,10,0,normal,1.15,56,45,high
IN,in_office_3,government_office,2025-04-29,1,11,0,storm,1.15,32,27,moderate
IN,in_office_3,government_office,2025-04-29,1,12,0,extreme_heat,1.15,51,53,high
IN,in_office_3,government_office,2025-04-29,1,13,0,normal,1.15,46,38,high
IN,in_office_3,government_office,2025-04-29,1,14,0,clear,1.15,56,58,high
IN,in_office_3,government_office,2025-04-29,1,15,0,normal,1.15,55,52,high
IN,in_office_3,government_office,2025-04-29,1,16,0,extreme_heat,1.15,25,24,moderate
IN,in_office_3,government_office,2025-04-30,2,9,0,clear,1.15,38,32,moderate
IN,in_office_3,government_office,2025-04-30,2,10,0,normal,1.15,57,47,high
IN,in_office_3,government_office,2025-04-30,2,11,0,rain,1.15,39,37,moderate
IN,in_office_3,government_office,2025-04-30,2,12,0,clear,1.15,46,34,high
IN,in_office_3,government_office,2025-04-30,2,13,0,rain,1.15,32,25,moderate
IN,in_office_3,government_office,2025-04-30,2,14,0,normal,1.15,58,53,high
IN,in_office_3,government_office,2025-04-30,2,15,0,extreme_heat,1.15,54,49,high
IN,in_office_3,government_office,2025-04-30,2,16,0,extreme_heat,1.15,12,18,low
IN,in_office_3,government_office,2025-05-01,3,9,0,storm,1.0,20,17,moderate
IN,in_office_3,government_office,2025-05-01,3,10,0,normal,1.0,51,45,high
IN,in_office_3,government_office,2025-05-01,3,11,0,clear,1.0,51,44,high
IN,in_office_3,government_office,2025-05-01,3,12,0,rain,1.0,26,28,moderate
IN,in_office_3,government_office,2025-05-01,3,13,0,rain,1.0,34,31,moderate
IN,in_office_3,government_office,2025-05-01,3,14,0,extreme_heat,1.0,40,33,moderate
IN,in_office_3,government_office,2025-05-01,3,15,0,normal,1.0,43,36,moderate
IN,in_office_3,government_office,2025-05-01,3,16,0,clear,1.0,23,25,moderate
IN,in_office_3,government_office,2025-05-02,4,9,0,extreme_heat,1.0,21,14,moderate
IN,in_office_3,government_office,2025-05-02,4,10,0,storm,1.0,34,22,moderate
IN,in_office_3,government_office,2025-05-02,4,11,0,clear,1.0,52,44,high
IN,in_office_3,government_office,2025-05-02,4,12,0,rain,1.0,30,26,moderate
IN,in_office_3,government_office,2025-05-02,4,13,0,rain,1.0,30,32,moderate
IN,in_office_3,government_office,2025-05-02,4,14,0,extreme_heat,1.0,49,34,high
IN,in_office_3,government_office,2025-05-02,4,15,0,extreme_heat,1.0,32,21,moderate
IN,in_office_3,government_office,2025-05-02,4,16,0,extreme_heat,1.0,14,19,low
IN,in_office_3,government_office,2025-05-03,5,9,0,extreme_heat,1.0,10,5,low
IN,in_office_3,government_office,2025-05-03,5,10,0,clear,1.0,28,23,moderate
IN,in_office_3,government_office,2025-05-03,5,11,0,storm,1.0,17,17,low
IN,in_office_3,government_office,2025-05-03,5,12,0,extreme_heat,1.0,9,7,low
IN,in_office_3,government_office,2025-05-03,5,13,0,normal,1.0,12,14,low
IN,in_office_3,government_office,2025-05-03,5,14,0,normal,1.0,28,25,moderate
IN,in_office_3,government_office,2025-05-03,5,15,0,rain,1.0,25,26,moderate
IN,in_office_3,government_office,2025-05-03,5,16,0,extreme_heat,1.0,11,7,low
IN,in_office_3,government_office,2025-05-04,6,9,0,normal,1.0,13,9,low
IN,in_office_3,government_office,2025-05-04,6,10,0,clear,1.0,32,26,moderate
IN,in_office_3,government_office,2025-05-04,6,11,0,normal,1.0,23,13,moderate
IN,in_office_3,government_office,2025-05-04,6,12,0,clear,1.0,9,2,low
IN,in_office_3,government_office,2025-05-04,6,13,0,rain,1.0,22,22,moderate
IN,in_office_3,government_office,2025-05-04,6,14,0,rain,1.0,31,21,moderate
IN,in_office_3,government_office,2025-05-04,6,15,0,extreme_heat,1.0,22,20,moderate
IN,in_office_3,government_office,2025-05-04,6,16,0,normal,1.0,8,6,low
IN,in_office_3,government_office,2025-05-05,0,9,0,normal,1.0,21,22,moderate
IN,in_office_3,government_office,2025-05-05,0,10,0,rain,1.0,41,38,moderate
IN,in_office_3,government_office,2025-05-05,0,11,0,normal,1.0,55,50,high
IN,in_office_3,government_office,2025-05-05,0,12,0,rain,1.0,42,41,moderate
IN,in_office_3,government_office,2025-05-05,0,13,0,normal,1.0,45,44,high
IN,in_office_3,government_office,2025-05-05,0,14,0,storm,1.0,33,33,moderate
IN,in_office_3,government_office,2025-05-05,0,15,0,rain,1.0,43,34,moderate
IN,in_office_3,government_office,2025-05-05,0,16,0,normal,1.0,24,19,moderate
IN,in_office_3,government_office,2025-05-06,1,9,0,clear,1.0,19,10,low
IN,in_office_3,government_office,2025-05-06,1,10,0,storm,1.0,27,22,moderate
IN,in_office_3,government_office,2025-05-06,1,11,0,clear,1.0,59,51,high
IN,in_office_3,government_office,2025-05-06,1,12,0,clear,1.0,45,42,high
IN,in_office_3,government_office,2025-05-06,1,13,0,normal,1.0,45,41,high
IN,in_office_3,government_office,2025-05-06,1,14,0,normal,1.0,51,50,high
IN,in_office_3,government_office,2025-05-06,1,15,0,clear,1.0,57,48,high
IN,in_office_3,government_office,2025-05-06,1,16,0,storm,1.0,18,11,low
IN,in_office_3,government_office,2025-05-07,2,9,0,clear,1.0,32,29,moderate
IN,in_office_3,government_office,2025-05-07,2,10,0,storm,1.0,25,24,moderate
IN,in_office_3,government_office,2025-05-07,2,11,0,normal,1.0,62,57,high
IN,in_office_3,government_office,2025-05-07,2,12,0,clear,1.0,52,40,high
IN,in_office_3,government_office,2025-05-07,2,13,0,clear,1.0,44,38,moderate
IN,in_office_3,government_office,2025-05-07,2,14,0,rain,1.0,45,41,high
IN,in_office_3,government_office,2025-05-07,2,15,0,storm,1.0,17,11,low
IN,in_office_3,government_office,2025-05-07,2,16,0,rain,1.0,23,13,moderate
IN,in_office_3,government_office,2025-05-08,3,9,0,normal,1.0,24,22,moderate
IN,in_office_3,government_office,2025-05-08,3,10,0,clear,1.0,52,42,high
IN,in_office_3,government_office,2025-05-08,3,11,0,rain,1.0,40,40,moderate
IN,in_office_3,government_office,2025-05-08,3,12,0,clear,1.0,34,23,moderate
IN,in_office_3,government_office,2025-05-08,3,13,0,clear,1.0,32,37,moderate
IN,in_office_3,government_office,2025-05-08,3,14,0,storm,1.0,37,31,moderate
IN,in_office_3,government_office,2025-05-08,3,15,0,extreme_heat,1.0,35,32,moderate
IN,in_office_3,government_office,2025-05-08,3,16,0,normal,1.0,15,2,low
IN,in_office_3,government_office,2025-05-09,4,9,0,extreme_heat,1.0,24,19,moderate
IN,in_office_3,government_office,2025-05-09,4,10,0,clear,1.0,41,33,moderate
IN,in_office_3,government_office,2025-05-09,4,11,0,clear,1.0,58,51,high
IN,in_office_3,government_office,2025-05-09,4,12,0,clear,1.0,41,33,moderate
IN,in_office_3,government_office,2025-05-09,4,13,0,normal,1.0,44,42,moderate
IN,in_office_3,government_office,2025-05-09,4,14,0,normal,1.0,46,35,high
IN,in_office_3,government_office,2025-05-09,4,15,0,extreme_heat,1.0,39,30,moderate
IN,in_office_3,government_office,2025-05-09,4,16,0,storm,1.0,15,11,low
IN,in_office_3,government_office,2025-05-10,5,9,0,extreme_heat,1.0,18,15,low
IN,in_office_3,government_office,2025-05-10,5,10,0,rain,1.0,22,28,moderate
IN,in_office_3,government_office,2025-05-10,5,11,0,rain,1.0,28,27,moderate
IN,in_office_3,government_office,2025-05-10,5,12,0,rain,1.0,19,19,low
IN,in_office_3,government_office,2025-05-10,5,13,0,clear,1.0,25,22,moderate
IN,in_office_3,government_office,2025-05-10,5,14,0,rain,1.0,31,29,moderate
IN,in_office_3,government_office,2025-05-10,5,15,0,storm,1.0,12,9,low
IN,in_office_3,government_office,2025-05-10,5,16,0,rain,1.0,9,2,low
IN,in_office_3,government_office,2025-05-11,6,9,0,rain,1.0,14,28,low
IN,in_office_3,government_office,2025-05-11,6,10,0,storm,1.0,14,15,low
IN,in_office_3,government_office,2025-05-11,6,11,0,rain,1.0,28,29,moderate
IN,in_office_3,government_office,2025-05-11,6,12,0,normal,1.0,19,16,low
IN,in_office_3,government_office,2025-05-11,6,13,0,rain,1.0,16,5,low
IN,in_office_3,government_office,2025-05-11,6,14,0,clear,1.0,30,26,moderate
IN,in_office_3,government_office,2025-05-11,6,15,0,clear,1.0,25,22,moderate
IN,in_office_3,government_office,2025-05-11,6,16,0,clear,1.0,19,12,low
IN,in_office_3,government_office,2025-05-12,0,9,0,storm,1.0,20,20,moderate
IN,in_office_3,government_office,2025-05-12,0,10,0,clear,1.0,53,54,high
IN,in_office_3,government_office,2025-05-12,0,11,0,normal,1.0,37,32,moderate
IN,in_office_3,government_office,2025-05-12,0,12,0,storm,1.0,19,24,low
IN,in_office_3,government_office,2025-05-12,0,13,0,extreme_heat,1.0,24,17,moderate
IN,in_office_3,government_office,2025-05-12,0,14,0,clear,1.0,48,43,high
IN,in_office_3,government_office,2025-05-12,0,15,0,extreme_heat,1.0,38,35,moderate
IN,in_office_3,government_office,2025-05-12,0,16,0,extreme_heat,1.0,15,14,low
IN,in_office_3,government_office,2025-05-13,1,9,0,storm,1.0,17,19,low
IN,in_office_3,government_office,2025-05-13,1,10,0,rain,1.0,43,41,moderate
IN,in_office_3,government_office,2025-05-13,1,11,0,clear,1.0,39,40,moderate
IN,in_office_3,government_office,2025-05-13,1,12,0,storm,1.0,21,20,moderate
IN,in_office_3,government_office,2025-05-13,1,13,0,clear,1.0,42,35,moderate
IN,in_office_3,government_office,2025-05-13,1,14,0,clear,1.0,57,54,high
IN,in_office_3,government_office,2025-05-13,1,15,0,clear,1.0,55,54,high
IN,in_office_3,government_office,2025-05-13,1,16,0,storm,1.0,8,2,low
IN,in_office_3,government_office,2025-05-14,2,9,0,extreme_heat,1.0,23,25,moderate
IN,in_office_3,government_office,2025-05-14,2,10,0,rain,1.0,41,41,moderate
IN,in_office_3,government_office,2025-05-14,2,11,0,clear,1.0,57,55,high
IN,in_office_3,government_office,2025-05-14,2,12,0,normal,1.0,40,30,moderate
IN,in_office_3,government_office,2025-05-14,2,13,0,clear,1.0,42,39,moderate
IN,in_office_3,government_office,2025-05-14,2,14,0,extreme_heat,1.0,41,33,moderate
IN,in_office_3,government_office,2025-05-14,2,15,0,extreme_heat,1.0,43,30,moderate
IN,in_office_3,government_office,2025-05-14,2,16,0,extreme_heat,1.0,21,21,moderate
IN,in_office_3,government_office,2025-05-15,3,9,0,clear,1.0,20,21,moderate
IN,in_office_3,government_office,2025-05-15,3,10,0,rain,1.0,37,38,moderate
IN,in_office_3,government_office,2025-05-15,3,11,0,rain,1.0,37,31,moderate
IN,in_office_3,government_office,2025-05-15,3,12,0,clear,1.0,34,38,moderate
IN,in_office_3,government_office,2025-05-15,3,13,0,storm,1.0,27,30,moderate
IN,in_office_3,government_office,2025-05-15,3,14,0,storm,1.0,34,30,moderate
IN,in_office_3,government_office,2025-05-15,3,15,0,storm,1.0,37,30,moderate
IN,in_office_3,government_office,2025-05-15,3,16,0,extreme_heat,1.0,21,16,moderate
IN,in_office_3,government_office,2025-05-16,4,9,0,normal,1.0,14,8,low
IN,in_office_3,government_office,2025-05-16,4,10,0,rain,1.0,42,48,moderate
IN,in_office_3,government_office,2025-05-16,4,11,0,normal,1.0,38,40,moderate
IN,in_office_3,government_office,2025-05-16,4,12,0,storm,1.0,24,23,moderate
IN,in_office_3,government_office,2025-05-16,4,13,0,extreme_heat,1.0,28,22,moderate
IN,in_office_3,government_office,2025-05-16,4,14,0,rain,1.0,47,39,high
IN,in_office_3,government_office,2025-05-16,4,15,0,extreme_heat,1.0,46,37,high
IN,in_office_3,government_office,2025-05-16,4,16,0,extreme_heat,1.0,21,22,moderate
IN,in_office_3,government_office,2025-05-17,5,9,0,normal,1.0,3,2,low
IN,in_office_3,government_office,2025-05-17,5,10,0,extreme_heat,1.0,24,23,moderate
IN,in_office_3,government_office,2025-05-17,5,11,0,normal,1.0,21,20,moderate
IN,in_office_3,government_office,2025-05-17,5,12,0,clear,1.0,21,28,moderate
IN,in_office_3,government_office,2025-05-17,5,13,0,clear,1.0,30,31,moderate
IN,in_office_3,government_office,2025-05-17,5,14,0,rain,1.0,18,17,low
IN,in_office_3,government_office,2025-05-17,5,15,0,clear,1.0,22,14,moderate
IN,in_office_3,government_office,2025-05-17,5,16,0,storm,1.0,11,18,low
IN,in_office_3,government_office,2025-05-18,6,9,0,normal,1.0,9,10,low
IN,in_office_3,government_office,2025-05-18,6,10,0,clear,1.0,35,35,moderate
IN,in_office_3,government_office,2025-05-18,6,11,0,normal,1.0,26,25,moderate
IN,in_office_3,government_office,2025-05-18,6,12,0,extreme_heat,1.0,16,16,low
IN,in_office_3,government_office,2025-05-18,6,13,0,clear,1.0,20,16,moderate
IN,in_office_3,government_office,2025-05-18,6,14,0,rain,1.0,18,19,low
IN,in_office_3,government_office,2025-05-18,6,15,0,normal,1.0,14,12,low
IN,in_office_3,government_office,2025-05-18,6,16,0,storm,1.0,0,2,low
IN,in_office_3,government_office,2025-05-19,0,9,0,extreme_heat,1.0,20,21,moderate
IN,in_office_3,government_office,2025-05-19,0,10,0,storm,1.0,23,19,moderate
IN,in_office_3,government_office,2025-05-19,0,11,0,extreme_heat,1.0,25,23,moderate
IN,in_office_3,government_office,2025-05-19,0,12,0,storm,1.0,14,11,low
IN,in_office_3,government_office,2025-05-19,0,13,0,normal,1.0,30,27,moderate
IN,in_office_3,government_office,2025-05-19,0,14,0,rain,1.0,56,55,high
IN,in_office_3,government_office,2025-05-19,0,15,0,normal,1.0,49,49,high
IN,in_office_3,government_office,2025-05-19,0,16,0,rain,1.0,28,24,moderate
IN,in_office_3,government_office,2025-05-20,1,9,0,normal,1.0,23,19,moderate
IN,in_office_3,government_office,2025-05-20,1,10,0,extreme_heat,1.0,50,50,high
IN,in_office_3,government_office,2025-05-20,1,11,0,clear,1.0,62,51,high
IN,in_office_3,government_office,2025-05-20,1,12,0,rain,1.0,32,31,moderate
IN,in_office_3,government_office,2025-05-20,1,13,0,extreme_heat,1.0,32,37,moderate
IN,in_office_3,government_office,2025-05-20,1,14,0,normal,1.0,54,49,high
IN,in_office_3,government_office,2025-05-20,1,15,0,storm,1.0,31,31,moderate
IN,in_office_3,government_office,2025-05-20,1,16,0,clear,1.0,37,30,moderate
IN,in_office_3,government_office,2025-05-21,2,9,0,clear,1.0,31,32,moderate
IN,in_office_3,government_office,2025-05-21,2,10,0,normal,1.0,49,43,high
IN,in_office_3,government_office,2025-05-21,2,11,0,rain,1.0,40,29,moderate
IN,in_office_3,government_office,2025-05-21,2,12,0,normal,1.0,44,38,moderate
IN,in_office_3,government_office,2025-05-21,2,13,0,storm,1.0,23,21,moderate
IN,in_office_3,government_office,2025-05-21,2,14,0,normal,1.0,56,46,high
IN,in_office_3,government_office,2025-05-21,2,15,0,extreme_heat,1.0,28,20,moderate
IN,in_office_3,government_office,2025-05-21,2,16,0,extreme_heat,1.0,18,8,low
IN,in_office_3,government_office,2025-05-22,3,9,0,normal,1.0,34,34,moderate
IN,in_office_3,government_office,2025-05-22,3,10,0,extreme_heat,1.0,31,35,moderate
IN,in_office_3,government_office,2025-05-22,3,11,0,normal,1.0,48,39,high
IN,in_office_3,government_office,2025-05-22,3,12,0,normal,1.0,42,29,moderate
IN,in_office_3,government_office,2025-05-22,3,13,0,clear,1.0,43,30,moderate
IN,in_office_3,government_office,2025-05-22,3,14,0,clear,1.0,53,46,high
IN,in_office_3,government_office,2025-05-22,3,15,0,extreme_heat,1.0,45,43,high
IN,in_office_3,government_office,2025-05-22,3,16,0,normal,1.0,23,20,moderate
IN,in_office_3,government_office,2025-05-23,4,9,0,normal,1.0,31,32,moderate
IN,in_office_3,government_office,2025-05-23,4,10,0,clear,1.0,53,42,high
IN,in_office_3,government_office,2025-05-23,4,11,0,normal,1.0,51,49,high
IN,in_office_3,government_office,2025-05-23,4,12,0,extreme_heat,1.0,34,29,moderate
IN,in_office_3,government_office,2025-05-23,4,13,0,storm,1.0,15,16,low
IN,in_office_3,government_office,2025-05-23,4,14,0,storm,1.0,16,25,low
IN,in_office_3,government_office,2025-05-23,4,15,0,normal,1.0,52,45,high
IN,in_office_3,government_office,2025-05-23,4,16,0,extreme_heat,1.0,29,23,moderate
IN,in_office_3,government_office,2025-05-24,5,9,0,clear,1.0,21,28,moderate
IN,in_office_3,government_office,2025-05-24,5,10,0,extreme_heat,1.0,32,29,moderate
IN,in_office_3,government_office,2025-05-24,5,11,0,rain,1.0,12,11,low
IN,in_office_3,government_office,2025-05-24,5,12,0,storm,1.0,0,2,low
IN,in_office_3,government_office,2025-05-24,5,13,0,clear,1.0,15,9,low
IN,in_office_3,government_office,2025-05-24,5,14,0,normal,1.0,15,10,low
IN,in_office_3,government_office,2025-05-24,5,15,0,clear,1.0,17,13,low
IN,in_office_3,government_office,2025-05-24,5,16,0,storm,1.0,13,8,low
IN,in_office_3,government_office,2025-05-25,6,9,0,normal,1.0,19,13,low
IN,in_office_3,government_office,2025-05-25,6,10,0,storm,1.0,14,15,low
IN,in_office_3,government_office,2025-05-25,6,11,0,storm,1.0,24,20,moderate
IN,in_office_3,government_office,2025-05-25,6,12,0,storm,1.0,11,12,low
IN,in_office_3,government_office,2025-05-25,6,13,0,storm,1.0,11,12,low
IN,in_office_3,government_office,2025-05-25,6,14,0,storm,1.0,22,20,moderate
IN,in_office_3,government_office,2025-05-25,6,15,0,clear,1.0,30,31,moderate
IN,in_office_3,government_office,2025-05-25,6,16,0,storm,1.0,2,11,low
IN,in_office_3,government_office,2025-05-26,0,9,0,normal,1.0,24,14,moderate
IN,in_office_3,government_office,2025-05-26,0,10,0,extreme_heat,1.0,38,42,moderate
IN,in_office_3,government_office,2025-05-26,0,11,0,storm,1.0,30,25,moderate
IN,in_office_3,government_office,2025-05-26,0,12,0,clear,1.0,32,21,moderate
IN,in_office_3,government_office,2025-05-26,0,13,0,rain,1.0,31,27,moderate
IN,in_office_3,government_office,2025-05-26,0,14,0,normal,1.0,42,35,moderate
IN,in_office_3,government_office,2025-05-26,0,15,0,extreme_heat,1.0,42,37,moderate
IN,in_office_3,government_office,2025-05-26,0,16,0,clear,1.0,33,25,moderate
IN,in_office_3,government_office,2025-05-27,1,9,0,normal,1.0,16,21,low
IN,in_office_3,government_office,2025-05-27,1,10,0,extreme_heat,1.0,37,31,moderate
IN,in_office_3,government_office,2025-05-27,1,11,0,normal,1.0,46,39,high
IN,in_office_3,government_office,2025-05-27,1,12,0,storm,1.0,26,17,moderate
IN,in_office_3,government_office,2025-05-27,1,13,0,extreme_heat,1.0,21,15,moderate
IN,in_office_3,government_office,2025-05-27,1,14,0,clear,1.0,60,54,high
IN,in_office_3,government_office,2025-05-27,1,15,0,normal,1.0,45,40,high
IN,in_office_3,government_office,2025-05-27,1,16,0,storm,1.0,20,22,moderate
IN,in_office_3,government_office,2025-05-28,2,9,0,rain,1.0,27,26,moderate
IN,in_office_3,government_office,2025-05-28,2,10,0,extreme_heat,1.0,33,35,moderate
IN,in_office_3,government_office,2025-05-28,2,11,0,storm,1.0,33,33,moderate
IN,in_office_3,government_office,2025-05-28,2,12,0,clear,1.0,41,29,moderate
IN,in_office_3,government_office,2025-05-28,2,13,0,storm,1.0,23,25,moderate
IN,in_office_3,government_office,2025-05-28,2,14,0,extreme_heat,1.0,29,24,moderate
IN,in_office_3,government_office,2025-05-28,2,15,0,rain,1.0,49,51,high
IN,in_office_3,government_office,2025-05-28,2,16,0,extreme_heat,1.0,28,26,moderate
IN,in_office_3,government_office,2025-05-29,3,9,0,clear,1.0,29,19,moderate
IN,in_office_3,government_office,2025-05-29,3,10,0,normal,1.0,54,54,high
IN,in_office_3,government_office,2025-05-29,3,11,0,normal,1.0,55,58,high
IN,in_office_3,government_office,2025-05-29,3,12,0,storm,1.0,22,22,moderate
IN,in_office_3,government_office,2025-05-29,3,13,0,rain,1.0,33,28,moderate
IN,in_office_3,government_office,2025-05-29,3,14,0,clear,1.0,52,51,high
IN,in_office_3,government_office,2025-05-29,3,15,0,storm,1.0,24,23,moderate
IN,in_office_3,government_office,2025-05-29,3,16,0,clear,1.0,39,29,moderate
IN,in_office_3,government_office,2025-05-30,4,9,0,storm,1.0,22,22,moderate
IN,in_office_3,government_office,2025-05-30,4,10,0,rain,1.0,43,40,moderate
IN,in_office_3,government_office,2025-05-30,4,11,0,rain,1.0,41,37,moderate
IN,in_office_3,government_office,2025-05-30,4,12,0,clear,1.0,41,42,moderate
IN,in_office_3,government_office,2025-05-30,4,13,0,storm,1.0,12,8,low
IN,in_office_3,government_office,2025-05-30,4,14,0,normal,1.0,55,45,high
IN,in_office_3,government_office,2025-05-30,4,15,0,clear,1.0,45,34,high
IN,in_office_3,government_office,2025-05-30,4,16,0,clear,1.0,21,25,moderate
IN,in_office_3,government_office,2025-05-31,5,9,0,extreme_heat,1.0,0,7,low
IN,in_office_3,government_office,2025-05-31,5,10,0,clear,1.0,31,26,moderate
IN,in_office_3,government_office,2025-05-31,5,11,0,normal,1.0,28,24,moderate
IN,in_office_3,government_office,2025-05-31,5,12,0,normal,1.0,22,21,moderate
IN,in_office_3,government_office,2025-05-31,5,13,0,normal,1.0,19,17,low
IN,in_office_3,government_office,2025-05-31,5,14,0,clear,1.0,34,29,moderate
IN,in_office_3,government_office,2025-05-31,5,15,0,rain,1.0,13,7,low
IN,in_office_3,government_office,2025-05-31,5,16,0,normal,1.0,10,8,low
IN,in_office_3,government_office,2025-06-01,6,9,0,clear,1.0,16,15,low
IN,in_office_3,government_office,2025-06-01,6,10,0,rain,1.0,20,16,moderate
IN,in_office_3,government_office,2025-06-01,6,11,0,extreme_heat,1.0,17,16,low
IN,in_office_3,government_office,2025-06-01,6,12,0,normal,1.0,20,28,moderate
IN,in_office_3,government_office,2025-06-01,6,13,0,normal,1.0,16,9,low
IN,in_office_3,government_office,2025-06-01,6,14,0,clear,1.0,21,23,moderate
IN,in_office_3,government_office,2025-06-01,6,15,0,rain,1.0,19,21,low
IN,in_office_3,government_office,2025-06-01,6,16,0,extreme_heat,1.0,12,4,low
IN,in_office_3,government_office,2025-06-02,0,9,0,storm,1.0,18,18,low
IN,in_office_3,government_office,2025-06-02,0,10,0,rain,1.0,42,36,moderate
IN,in_office_3,government_office,2025-06-02,0,11,0,storm,1.0,31,21,moderate
IN,in_office_3,government_office,2025-06-02,0,12,0,extreme_heat,1.0,28,24,moderate
IN,in_office_3,government_office,2025-06-02,0,13,0,clear,1.0,49,43,high
IN,in_office_3,government_office,2025-06-02,0,14,0,rain,1.0,33,26,moderate
IN,in_office_3,government_office,2025-06-02,0,15,0,clear,1.0,55,55,high
IN,in_office_3,government_office,2025-06-02,0,16,0,rain,1.0,14,21,low
IN,in_office_3,government_office,2025-06-03,1,9,0,storm,1.0,24,23,moderate
IN,in_office_3,government_office,2025-06-03,1,10,0,rain,1.0,47,42,high
IN,in_office_3,government_office,2025-06-03,1,11,0,rain,1.0,46,37,high
IN,in_office_3,government_office,2025-06-03,1,12,0,extreme_heat,1.0,13,17,low
IN,in_office_3,government_office,2025-06-03,1,13,0,storm,1.0,23,16,moderate
IN,in_office_3,government_office,2025-06-03,1,14,0,clear,1.0,59,50,high
IN,in_office_3,government_office,2025-06-03,1,15,0,storm,1.0,32,33,moderate
IN,in_office_3,government_office,2025-06-03,1,16,0,storm,1.0,10,4,low
IN,in_office_3,government_office,2025-06-04,2,9,0,storm,1.0,7,4,low
IN,in_office_3,government_office,2025-06-04,2,10,0,normal,1.0,52,45,high
IN,in_office_3,government_office,2025-06-04,2,11,0,clear,1.0,54,49,high
IN,in_office_3,government_office,2025-06-04,2,12,0,normal,1.0,53,42,high
IN,in_office_3,government_office,2025-06-04,2,13,0,clear,1.0,48,45,high
IN,in_office_3,government_office,2025-06-04,2,14,0,clear,1.0,49,45,high
IN,in_office_3,government_office,2025-06-04,2,15,0,extreme_heat,1.0,36,24,moderate
IN,in_office_3,government_office,2025-06-04,2,16,0,normal,1.0,31,29,moderate
IN,in_office_3,government_office,2025-06-05,3,9,0,clear,1.0,25,28,moderate
IN,in_office_3,government_office,2025-06-05,3,10,0,extreme_heat,1.0,34,23,moderate
IN,in_office_3,government_office,2025-06-05,3,11,0,rain,1.0,44,33,moderate
IN,in_office_3,government_office,2025-06-05,3,12,0,extreme_heat,1.0,26,33,moderate
IN,in_office_3,government_office,2025-06-05,3,13,0,clear,1.0,45,34,high
IN,in_office_3,government_office,2025-06-05,3,14,0,normal,1.0,61,60,high
IN,in_office_3,government_office,2025-06-05,3,15,0,rain,1.0,40,38,moderate
IN,in_office_3,government_office,2025-06-05,3,16,0,storm,1.0,15,16,low
IN,in_office_3,government_office,2025-06-06,4,9,0,clear,1.0,32,33,moderate
IN,in_office_3,government_office,2025-06-06,4,10,0,storm,1.0,26,22,moderate
IN,in_office_3,government_office,2025-06-06,4,11,0,storm,1.0,26,25,moderate
IN,in_office_3,government_office,2025-06-06,4,12,0,rain,1.0,37,28,moderate
IN,in_office_3,government_office,2025-06-06,4,13,0,clear,1.0,39,43,moderate
IN,in_office_3,government_office,2025-06-06,4,14,0,normal,1.0,60,55,high
IN,in_office_3,government_office,2025-06-06,4,15,0,rain,1.0,50,44,high
IN,in_office_3,government_office,2025-06-06,4,16,0,rain,1.0,22,16,moderate
IN,in_office_3,government_office,2025-06-07,5,9,0,rain,1.0,4,4,low
IN,in_office_3,government_office,2025-06-07,5,10,0,clear,1.0,22,32,moderate
IN,in_office_3,government_office,2025-06-07,5,11,0,extreme_heat,1.0,14,7,low
IN,in_office_3,government_office,2025-06-07,5,12,0,normal,1.0,14,17,low
IN,in_office_3,government_office,2025-06-07,5,13,0,clear,1.0,20,26,moderate
IN,in_office_3,government_office,2025-06-07,5,14,0,rain,1.0,24,21,moderate
IN,in_office_3,government_office,2025-06-07,5,15,0,extreme_heat,1.0,23,18,moderate
IN,in_office_3,government_office,2025-06-07,5,16,0,normal,1.0,17,14,low
IN,in_office_3,government_office,2025-06-08,6,9,0,normal,1.0,2,3,low
IN,in_office_3,government_office,2025-06-08,6,10,0,extreme_heat,1.0,25,25,moderate
IN,in_office_3,government_office,2025-06-08,6,11,0,rain,1.0,19,20,low
IN,in_office_3,government_office,2025-06-08,6,12,0,clear,1.0,12,7,low
IN,in_office_3,government_office,2025-06-08,6,13,0,extreme_heat,1.0,17,19,low
IN,in_office_3,government_office,2025-06-08,6,14,0,extreme_heat,1.0,19,14,low
IN,in_office_3,government_office,2025-06-08,6,15,0,rain,1.0,12,11,low
