benefit_id,region,category,income_ratio,age_centrality,family_margin,category_match,employment_match_any,region_density,priority_label
br_bpc,BR,disability_support,0.4964,0.65,1,1,1,6,0.5836
br_bolsa_familia,BR,child_support,0.2808,0.4444,0,0,1,6,0.3891
in_nsap,IN,elderly_care,0.326,0.8,1,0,1,6,0.478
br_idoso,BR,elderly_care,0.5075,0.2333,0,0,1,6,0.3415
br_bolsa_familia,BR,child_support,0.3934,0.0,2,0,1,6,0.4587
us_tanf,US,child_support,0.6859,0.7778,1,0,1,6,0.3618
br_auxilio_emergencial,BR,unemployment,0.0,0.1373,3,0,0,6,0.6229
in_icds,IN,child_support,0.6465,0.0,1,0,1,6,0.2118
in_icds,IN,child_support,0.0381,0.0,3,1,1,6,0.7973
in_pmjay,IN,healthcare_support,0.4316,0.7833,0,1,1,6,0.5495
in_nfsa,IN,food_assistance,0.3729,0.0333,1,1,1,6,0.6019
us_unemployment,US,unemployment,0.0,0.8627,1,1,0,6,0.8052
in_nfsa,IN,food_assistance,0.5491,0.5167,1,1,1,6,0.5569
br_bpc,BR,disability_support,0.6424,0.7833,3,1,1,6,0.6871
in_nsap,IN,elderly_care,0.5406,0.8667,0,0,1,6,0.3311
us_tanf,US,child_support,0.4294,0.6667,0,0,1,6,0.3875
in_icds,IN,child_support,0.531,0.3333,1,1,1,6,0.5332
in_disability_pension,IN,disability_support,0.7953,0.098,2,0,1,6,0.2662
in_nfsa,IN,food_assistance,0.5111,0.9833,0,0,1,6,0.3499
in_disability_pension,IN,disability_support,0.3093,0.7451,1,1,1,6,0.7064
br_minha_casa,BR,housing_assistance,0.532,0.6863,0,0,1,6,0.3657
us_snap,US,food_assistance,0.2586,0.0,1,1,1,6,0.6602
in_nfsa,IN,food_assistance,0.5514,0.4333,0,0,1,6,0.2907
us_snap,US,food_assistance,0.3994,0.9833,1,0,1,6,0.4526
br_bolsa_familia,BR,child_support,0.2498,1.0,1,0,1,6,0.522
in_disability_pension,IN,disability_support,0.1961,0.9804,0,0,1,6,0.4763
in_pmjay,IN,healthcare_support,0.081,0.6333,0,0,1,6,0.5081
us_tanf,US,child_support,0.3404,0.0,2,0,1,6,0.4701
br_auxilio_emergencial,BR,unemployment,0.0,0.0588,1,1,0,6,0.7222
br_minha_casa,BR,housing_assistance,0.196,0.8235,1,0,1,6,0.5868
us_unemployment,US,unemployment,0.0,0.7255,0,0,0,6,0.5338
br_bpc,BR,disability_support,0.8198,0.5167,3,1,1,6,0.5691
br_sus,BR,healthcare_support,0.0,0.6333,1,0,1,6,0.5867
us_ssdi,US,disability_support,0.0,0.1373,1,1,1,6,0.7205
in_pmaay,IN,housing_assistance,0.1064,0.6078,3,0,1,6,0.6773
br_idoso,BR,elderly_care,0.194,0.1333,1,0,1,6,0.5007
in_nsap,IN,elderly_care,0.4758,0.6,1,1,1,6,0.637
in_icds,IN,child_support,0.4939,0.0,1,0,1,6,0.3215
br_bolsa_familia,BR,child_support,0.3229,0.7778,0,0,1,6,0.398
br_idoso,BR,elderly_care,0.5527,0.5333,0,0,1,6,0.2878
in_disability_pension,IN,disability_support,0.45,0.0784,2,1,1,6,0.5713
br_auxilio_emergencial,BR,unemployment,0.0,0.4706,1,0,0,6,0.5955
in_pmjay,IN,healthcare_support,0.4354,0.7667,3,1,1,6,0.6891
us_snap,US,food_assistance,0.4719,0.9333,3,1,1,6,0.6967
us_unemployment,US,unemployment,0.0,0.6471,0,0,0,6,0.5367
br_idoso,BR,elderly_care,0.424,0.6333,3,0,1,6,0.5153
us_snap,US,food_assistance,0.4388,0.7333,1,0,1,6,0.3962
us_tanf,US,child_support,0.5396,0.5556,1,0,1,6,0.3131
br_minha_casa,BR,housing_assistance,0.1827,0.451,2,0,1,6,0.5797
us_ssdi,US,disability_support,0.0,0.1569,1,0,1,6,0.5168
in_pmjay,IN,healthcare_support,0.2064,0.25,0,1,1,6,0.626
in_pmaay,IN,housing_assistance,0.549,0.2745,1,0,1,6,0.3072
in_nfsa,IN,food_assistance,0.1286,0.6167,1,0,1,6,0.5625
in_nfsa,IN,food_assistance,0.5905,0.2667,1,1,1,6,0.5152
us_unemployment,US,unemployment,0.0,0.1373,2,0,0,6,0.5993
in_icds,IN,child_support,0.2598,0.0,2,0,1,6,0.438
in_nfsa,IN,food_assistance,0.383,0.9667,0,1,1,6,0.6471
in_icds,IN,child_support,0.4621,0.0,3,0,1,6,0.4726
br_bpc,BR,disability_support,0.1915,0.6833,0,0,1,6,0.5078
us_ssdi,US,disability_support,0.0,1.0,0,1,1,6,0.8258
in_pmaay,IN,housing_assistance,0.2921,0.451,2,0,1,6,0.5072
us_unemployment,US,unemployment,0.0,0.902,1,0,0,6,0.6127
br_idoso,BR,elderly_care,0.4776,0.1,3,1,1,6,0.6603
br_bpc,BR,disability_support,0.6972,0.9333,1,0,1,6,0.3082
br_sus,BR,healthcare_support,0.0,0.3667,2,1,1,6,0.804
br_idoso,BR,elderly_care,0.2571,0.2,2,0,1,6,0.5118
br_bpc,BR,disability_support,0.3896,0.65,0,0,1,6,0.3474
in_nsap,IN,elderly_care,0.6253,0.7333,0,1,1,6,0.532
br_bpc,BR,disability_support,0.4759,0.7833,3,1,1,6,0.7363
us_ssdi,US,disability_support,0.0,0.1569,0,1,1,6,0.6695
br_minha_casa,BR,housing_assistance,0.2554,0.3137,0,0,1,6,0.4574
in_pmjay,IN,healthcare_support,0.1553,0.7,2,1,1,6,0.7586
br_minha_casa,BR,housing_assistance,0.3745,0.4902,3,0,1,6,0.5682
in_disability_pension,IN,disability_support,0.4835,1.0,0,0,1,6,0.4143
us_tanf,US,child_support,0.5415,0.8889,1,1,1,6,0.6221
br_auxilio_emergencial,BR,unemployment,0.0,0.6471,1,0,0,6,0.6081
us_unemployment,US,unemployment,0.0,0.5882,1,0,0,6,0.6479
br_auxilio_emergencial,BR,unemployment,0.0,0.902,2,0,0,6,0.7154
in_pmjay,IN,healthcare_support,0.3681,0.45,0,0,1,6,0.4196
in_nfsa,IN,food_assistance,0.5053,0.65,0,1,1,6,0.4961
us_tanf,US,child_support,0.7508,0.2222,1,0,1,6,0.2001
br_idoso,BR,elderly_care,0.5258,0.2,1,1,1,6,0.5016
us_section8,US,housing_assistance,0.3021,0.0588,1,1,1,6,0.6567
br_bolsa_familia,BR,child_support,0.5754,0.3333,0,1,1,6,0.5156
in_pmjay,IN,healthcare_support,0.5271,0.4833,1,0,1,6,0.3835
us_tanf,US,child_support,0.2023,0.3333,1,0,1,6,0.503
in_pmaay,IN,housing_assistance,0.437,0.6275,0,0,1,6,0.3312
us_ssdi,US,disability_support,0.0,0.8627,2,0,1,6,0.6534
us_unemployment,US,unemployment,0.0,0.5686,0,0,0,6,0.5208
in_pmaay,IN,housing_assistance,0.3323,0.1569,0,1,1,6,0.5604
us_section8,US,housing_assistance,0.2377,0.8039,0,0,1,6,0.5121
us_unemployment,US,unemployment,0.0,0.0784,2,1,0,6,0.8355
us_unemployment,US,unemployment,0.0,0.4118,1,0,0,6,0.6197
in_disability_pension,IN,disability_support,0.2827,0.0392,1,0,1,6,0.4463
br_auxilio_emergencial,BR,unemployment,0.0,0.0196,2,1,0,6,0.8019
br_minha_casa,BR,housing_assistance,0.3188,0.0784,1,0,1,6,0.4469
us_unemployment,US,unemployment,0.0,0.451,0,0,0,6,0.5121
in_pmjay,IN,healthcare_support,0.5974,0.4,2,1,1,6,0.5302
us_ssdi,US,disability_support,0.0,0.5294,0,0,1,6,0.549
us_unemployment,US,unemployment,0.0,0.9412,0,1,0,6,0.7647
br_sus,BR,healthcare_support,0.0,0.9,2,1,1,6,0.9218
in_pmjay,IN,healthcare_support,0.2065,0.0667,1,1,1,6,0.6921
br_auxilio_emergencial,BR,unemployment,0.0,0.0,3,0,0,6,0.6813
br_sus,BR,healthcare_support,0.0,0.1833,0,0,1,6,0.4707
br_minha_casa,BR,housing_assistance,0.5461,0.098,1,0,1,6,0.3034
br_minha_casa,BR,housing_assistance,0.1579,0.8627,0,1,1,6,0.6738
us_tanf,US,child_support,0.2412,0.0,1,1,1,6,0.6079
br_sus,BR,healthcare_support,0.0,0.2667,3,1,1,6,0.9175
br_bolsa_familia,BR,child_support,0.1222,0.6667,1,0,1,6,0.5482
br_auxilio_emergencial,BR,unemployment,0.0,0.4706,3,0,0,6,0.7262
in_disability_pension,IN,disability_support,0.2508,0.2745,3,0,1,6,0.5355
us_tanf,US,child_support,0.5006,0.3333,1,1,1,6,0.5867
us_ssdi,US,disability_support,0.0,0.2353,2,0,1,6,0.6425
in_icds,IN,child_support,0.4626,0.3333,0,1,1,6,0.5607
us_snap,US,food_assistance,0.6027,0.4,1,0,1,6,0.315
in_nsap,IN,elderly_care,0.3442,0.3333,0,0,1,6,0.3597
in_pmjay,IN,healthcare_support,0.6265,0.6,3,0,1,6,0.4202
in_nfsa,IN,food_assistance,0.4344,0.8167,1,0,1,6,0.4353
in_icds,IN,child_support,0.2123,0.0,1,1,1,6,0.613
in_pmaay,IN,housing_assistance,0.4312,0.4118,0,0,1,6,0.3153
br_auxilio_emergencial,BR,unemployment,0.0,0.1373,3,0,0,6,0.6138
br_bpc,BR,disability_support,0.3319,0.0167,0,0,1,6,0.3064
br_idoso,BR,elderly_care,0.2873,0.0,0,0,1,6,0.3838
us_ssdi,US,disability_support,0.0,0.7451,2,0,1,6,0.7088
in_nsap,IN,elderly_care,0.3296,0.0667,0,0,1,6,0.3735
br_idoso,BR,elderly_care,0.6933,0.6333,1,0,1,6,0.2544
br_bpc,BR,disability_support,0.3979,0.8,0,1,1,6,0.5736
br_auxilio_emergencial,BR,unemployment,0.0,0.0784,3,0,0,6,0.6785
in_disability_pension,IN,disability_support,0.5222,0.8431,0,1,1,6,0.5212
us_section8,US,housing_assistance,0.3208,0.902,1,1,1,6,0.6638
us_medicaid,US,healthcare_support,0.728,0.9167,2,0,1,6,0.3178
in_nsap,IN,elderly_care,0.3588,0.2333,0,1,1,6,0.5557
br_bpc,BR,disability_support,0.4873,0.2167,1,1,1,6,0.5171
us_medicaid,US,healthcare_support,0.4559,0.55,0,1,1,6,0.5803
br_sus,BR,healthcare_support,0.0,0.8167,0,1,1,6,0.8092
br_minha_casa,BR,housing_assistance,0.4005,0.7843,0,1,1,6,0.5528
br_bolsa_familia,BR,child_support,0.586,0.4444,0,1,1,6,0.4818
in_nfsa,IN,food_assistance,0.3124,0.8167,1,1,1,6,0.7108
in_pmjay,IN,healthcare_support,0.1473,0.15,1,1,1,6,0.7389
in_pmjay,IN,healthcare_support,0.6162,0.8667,1,0,1,6,0.3456
in_nsap,IN,elderly_care,0.1047,0.1,2,0,1,6,0.5697
us_tanf,US,child_support,0.4678,0.8889,3,0,1,6,0.5351
in_pmjay,IN,healthcare_support,0.6396,0.6,0,0,1,6,0.2473
us_snap,US,food_assistance,0.4172,0.25,1,0,1,6,0.3826
in_icds,IN,child_support,0.2154,0.6667,2,0,1,6,0.5737
us_tanf,US,child_support,0.5314,0.8889,1,1,1,6,0.641
br_idoso,BR,elderly_care,0.0931,1.0,1,0,1,6,0.6427
us_ssdi,US,disability_support,0.0,0.902,0,1,1,6,0.8032
us_section8,US,housing_assistance,0.5866,0.9216,1,0,1,6,0.367
in_pmaay,IN,housing_assistance,0.2107,0.8039,3,0,1,6,0.6104
br_bolsa_familia,BR,child_support,0.4344,0.1111,1,0,1,6,0.3931
br_sus,BR,healthcare_support,0.0,0.7333,0,0,1,6,0.5269
br_bolsa_familia,BR,child_support,0.465,0.2222,2,1,1,6,0.5721
us_tanf,US,child_support,0.3816,0.2222,2,0,1,6,0.4096
br_sus,BR,healthcare_support,0.0,0.3,1,1,1,6,0.8195
us_snap,US,food_assistance,0.3646,0.6667,1,0,1,6,0.4642
in_pmjay,IN,healthcare_support,0.117,0.5333,0,0,1,6,0.4527
us_ssdi,US,disability_support,0.0,0.2745,1,0,1,6,0.5417
in_pmjay,IN,healthcare_support,0.6718,0.95,0,1,1,6,0.5325
br_sus,BR,healthcare_support,0.0,0.6167,0,1,1,6,0.724
in_pmaay,IN,housing_assistance,0.184,0.2157,1,1,1,6,0.7165
us_snap,US,food_assistance,0.4551,0.8833,3,1,1,6,0.7765
in_disability_pension,IN,disability_support,0.2035,0.9804,1,0,1,6,0.5406
br_bolsa_familia,BR,child_support,0.4039,0.7778,1,0,1,6,0.4104
us_snap,US,food_assistance,0.3099,0.6833,1,0,1,6,0.4507
br_bolsa_familia,BR,child_support,0.2419,0.6667,0,1,1,6,0.7043
us_tanf,US,child_support,0.6277,0.7778,2,0,1,6,0.4169
us_unemployment,US,unemployment,0.0,0.6471,1,1,0,6,0.7757
us_unemployment,US,unemployment,0.0,0.0588,3,1,0,6,0.8625
in_pmaay,IN,housing_assistance,0.0556,0.7255,1,0,1,6,0.6409
us_snap,US,food_assistance,0.3181,0.5167,2,0,1,6,0.5002
br_auxilio_emergencial,BR,unemployment,0.0,0.4902,0,0,0,6,0.5225
us_medicaid,US,healthcare_support,0.2872,0.4167,3,0,1,6,0.6088
br_sus,BR,healthcare_support,0.0,0.05,0,0,1,6,0.5397
br_bpc,BR,disability_support,0.4292,0.1667,1,0,1,6,0.3858
us_section8,US,housing_assistance,0.2304,0.451,0,1,1,6,0.6295
br_idoso,BR,elderly_care,0.2353,1.0,1,0,1,6,0.5084
in_nsap,IN,elderly_care,0.3581,0.1667,2,1,1,6,0.6921
us_ssdi,US,disability_support,0.0,0.6863,1,0,1,6,0.6542
us_snap,US,food_assistance,0.9062,0.8,1,0,1,6,0.2196
in_nfsa,IN,food_assistance,0.3795,0.0167,2,1,1,6,0.6593
us_tanf,US,child_support,0.7475,0.2222,0,1,1,6,0.3444
br_sus,BR,healthcare_support,0.0,0.45,2,1,1,6,0.8184
us_section8,US,housing_assistance,0.6521,0.8824,0,0,1,6,0.2732
us_snap,US,food_assistance,0.4439,0.8333,0,0,1,6,0.3564
br_bpc,BR,disability_support,0.364,0.55,1,0,1,6,0.4652
br_sus,BR,healthcare_support,0.0,0.85,0,0,1,6,0.5544
in_icds,IN,child_support,0.1254,0.6667,3,0,1,6,0.6308
in_nsap,IN,elderly_care,0.3609,0.4667,3,0,1,6,0.5135
br_bpc,BR,disability_support,0.3576,0.7667,2,0,1,6,0.4809
br_idoso,BR,elderly_care,0.7218,0.4,0,0,1,6,0.1678
us_snap,US,food_assistance,0.7909,0.7167,2,0,1,6,0.3618
br_bpc,BR,disability_support,0.3245,0.4167,1,1,1,6,0.6924
in_pmjay,IN,healthcare_support,0.365,0.25,1,1,1,6,0.6327
us_medicaid,US,healthcare_support,0.394,0.1333,0,0,1,6,0.3446
br_idoso,BR,elderly_care,0.2558,0.1,0,0,1,6,0.3981
in_pmaay,IN,housing_assistance,0.4994,0.5098,1,1,1,6,0.5721
in_nsap,IN,elderly_care,0.5488,0.3,1,0,1,6,0.3325
br_bolsa_familia,BR,child_support,0.4025,0.1111,0,1,1,6,0.5278
us_snap,US,food_assistance,0.2513,0.3667,1,1,1,6,0.6466
us_unemployment,US,unemployment,0.0,0.1961,1,1,0,6,0.7258
us_unemployment,US,unemployment,0.0,0.9804,2,1,0,6,0.9289
in_icds,IN,child_support,0.4821,0.0,2,1,1,6,0.6276
br_minha_casa,BR,housing_assistance,0.8321,0.0196,2,0,1,6,0.2699
us_ssdi,US,disability_support,0.0,0.3725,3,0,1,6,0.6426
br_auxilio_emergencial,BR,unemployment,0.0,0.4314,3,0,0,6,0.731
us_tanf,US,child_support,0.5678,0.2222,3,0,1,6,0.4654
us_ssdi,US,disability_support,0.0,0.4314,1,0,1,6,0.5673
us_unemployment,US,unemployment,0.0,0.8824,0,1,0,6,0.8134
br_bpc,BR,disability_support,0.6246,0.7833,1,0,1,6,0.3819
us_tanf,US,child_support,0.5166,0.7778,0,1,1,6,0.5349
br_auxilio_emergencial,BR,unemployment,0.0,0.9216,0,0,0,6,0.5841
br_idoso,BR,elderly_care,0.4143,0.6667,1,0,1,6,0.3909
in_icds,IN,child_support,0.3708,0.6667,1,0,1,6,0.4102
us_section8,US,housing_assistance,0.2324,0.098,1,1,1,6,0.6192
br_auxilio_emergencial,BR,unemployment,0.0,0.8431,3,0,0,6,0.7508
us_ssdi,US,disability_support,0.0,0.2745,0,1,1,6,0.7416
br_bolsa_familia,BR,child_support,0.2794,0.7778,3,1,1,6,0.8395
in_pmjay,IN,healthcare_support,0.3676,0.25,1,0,1,6,0.4004
br_minha_casa,BR,housing_assistance,0.4766,0.1569,1,0,1,6,0.3722
in_icds,IN,child_support,0.505,0.3333,0,0,1,6,0.2592
br_minha_casa,BR,housing_assistance,0.0834,0.0784,1,0,1,6,0.5532
us_medicaid,US,healthcare_support,0.5573,0.0833,0,1,1,6,0.4978
us_snap,US,food_assistance,0.1374,0.85,0,1,1,6,0.713
in_icds,IN,child_support,0.2776,0.0,1,0,1,6,0.3844
us_snap,US,food_assistance,0.5444,0.7,3,0,1,6,0.456
br_sus,BR,healthcare_support,0.0,0.95,2,1,1,6,0.9208
br_bolsa_familia,BR,child_support,0.4246,0.2222,0,1,1,6,0.5492
in_nsap,IN,elderly_care,0.4297,0.5,0,1,1,6,0.5484
us_medicaid,US,healthcare_support,0.3355,0.75,1,0,1,6,0.4444
in_nsap,IN,elderly_care,0.3673,0.6667,1,0,1,6,0.4978
br_auxilio_emergencial,BR,unemployment,0.0,0.1176,3,0,0,6,0.638
br_auxilio_emergencial,BR,unemployment,0.0,0.7451,1,1,0,6,0.8495
in_icds,IN,child_support,0.8275,0.3333,1,1,1,6,0.3893
us_section8,US,housing_assistance,0.4611,0.8235,0,0,1,6,0.3693
in_pmaay,IN,housing_assistance,0.334,0.0784,1,1,1,6,0.633
br_bpc,BR,disability_support,0.5198,0.1,1,0,1,6,0.3123
br_auxilio_emergencial,BR,unemployment,0.0,0.8039,0,0,0,6,0.5979
in_nsap,IN,elderly_care,0.6745,0.0667,0,1,1,6,0.3844
in_disability_pension,IN,disability_support,0.6421,0.7647,3,0,1,6,0.4845
br_sus,BR,healthcare_support,0.0,0.1833,0,1,1,6,0.71
in_icds,IN,child_support,0.7251,0.0,0,0,1,6,0.1279
in_pmaay,IN,housing_assistance,0.5753,0.2745,2,0,1,6,0.3301
us_unemployment,US,unemployment,0.0,0.8039,1,1,0,6,0.7909
br_bolsa_familia,BR,child_support,0.2672,0.5556,1,0,1,6,0.4392
br_minha_casa,BR,housing_assistance,0.0578,0.5294,1,0,1,6,0.5852
us_section8,US,housing_assistance,0.4305,0.9412,3,0,1,6,0.5494
in_icds,IN,child_support,0.7712,1.0,3,1,1,6,0.5955
in_disability_pension,IN,disability_support,0.2104,0.5098,3,1,1,6,0.8426
in_disability_pension,IN,disability_support,0.471,0.1176,0,1,1,6,0.4761
us_medicaid,US,healthcare_support,0.4029,0.2833,0,1,1,6,0.5449
in_pmaay,IN,housing_assistance,0.5513,0.8824,0,1,1,6,0.5599
us_snap,US,food_assistance,0.513,0.1833,0,0,1,6,0.2872
us_medicaid,US,healthcare_support,0.3098,0.25,0,1,1,6,0.5412
in_icds,IN,child_support,0.1087,0.0,0,1,1,6,0.6808
br_minha_casa,BR,housing_assistance,0.2993,0.5294,2,1,1,6,0.7497
us_medicaid,US,healthcare_support,0.3282,0.9333,1,1,1,6,0.6669
us_ssdi,US,disability_support,0.0,0.5098,1,1,1,6,0.7708
in_pmjay,IN,healthcare_support,0.3146,0.0833,1,1,1,6,0.6302
us_snap,US,food_assistance,0.5769,0.8,2,1,1,6,0.6031
br_bolsa_familia,BR,child_support,0.4379,0.5556,2,0,1,6,0.4471
in_pmjay,IN,healthcare_support,0.1629,0.45,2,1,1,6,0.762
in_nsap,IN,elderly_care,0.6,0.1,0,1,1,6,0.4333
br_bpc,BR,disability_support,0.1712,0.3667,3,0,1,6,0.613
in_nsap,IN,elderly_care,0.2722,0.9667,0,1,1,6,0.639
in_pmaay,IN,housing_assistance,0.5499,0.2745,0,0,1,6,0.2729
us_snap,US,food_assistance,0.3096,0.25,0,1,1,6,0.6307
br_minha_casa,BR,housing_assistance,0.2252,0.1373,0,1,1,6,0.6574
br_sus,BR,healthcare_support,0.0,0.2667,2,0,1,6,0.585
in_nsap,IN,elderly_care,0.2521,0.7667,0,1,1,6,0.7006
us_snap,US,food_assistance,0.6122,0.6667,0,0,1,6,0.3295
br_sus,BR,healthcare_support,0.0,0.8333,1,0,1,6,0.6494
br_auxilio_emergencial,BR,unemployment,0.0,0.5098,2,1,0,6,0.8245
in_nfsa,IN,food_assistance,0.2907,0.8167,3,0,1,6,0.6399
br_idoso,BR,elderly_care,0.3319,0.5,3,0,1,6,0.5929
us_unemployment,US,unemployment,0.0,0.4118,0,1,0,6,0.7496
in_nsap,IN,elderly_care,0.5407,0.0667,0,0,1,6,0.2644
in_pmaay,IN,housing_assistance,0.7285,0.6667,0,1,1,6,0.4158
us_medicaid,US,healthcare_support,0.3013,0.2667,0,1,1,6,0.613
br_minha_casa,BR,housing_assistance,0.7067,0.1765,2,0,1,6,0.2966
br_sus,BR,healthcare_support,0.0,0.7333,2,0,1,6,0.7127
in_nfsa,IN,food_assistance,0.4027,0.4667,0,1,1,6,0.5372
br_minha_casa,BR,housing_assistance,0.5247,0.9608,1,1,1,6,0.5707
in_disability_pension,IN,disability_support,0.4687,0.0196,2,0,1,6,0.3724
in_disability_pension,IN,disability_support,0.4279,0.6667,1,0,1,6,0.3886
in_nsap,IN,elderly_care,0.2323,0.5667,0,0,1,6,0.4377
us_tanf,US,child_support,0.2115,0.0,1,0,1,6,0.4331
br_bpc,BR,disability_support,0.2114,0.2333,0,1,1,6,0.5981
us_unemployment,US,unemployment,0.0,0.098,0,1,0,6,0.6682
br_idoso,BR,elderly_care,0.4957,0.8,0,0,1,6,0.3778
in_pmaay,IN,housing_assistance,0.4442,0.0588,2,0,1,6,0.3887
br_idoso,BR,elderly_care,0.2721,0.1,2,0,1,6,0.4522
in_pmaay,IN,housing_assistance,0.274,0.6863,3,1,1,6,0.7819
br_auxilio_emergencial,BR,unemployment,0.0,0.0588,1,0,0,6,0.539
us_unemployment,US,unemployment,0.0,0.1765,1,0,0,6,0.5578
br_idoso,BR,elderly_care,0.1284,0.4,0,0,1,6,0.4624
us_tanf,US,child_support,0.2018,0.6667,1,1,1,6,0.6776
us_unemployment,US,unemployment,0.0,0.9412,1,1,0,6,0.8508
br_sus,BR,healthcare_support,0.0,0.65,1,0,1,6,0.6028
br_bpc,BR,disability_support,0.6522,0.6,1,0,1,6,0.3609
us_medicaid,US,healthcare_support,0.2801,0.3167,0,0,1,6,0.3789
us_section8,US,housing_assistance,0.4196,0.3922,0,1,1,6,0.5775
in_disability_pension,IN,disability_support,0.1023,0.2157,0,1,1,6,0.7183
br_minha_casa,BR,housing_assistance,0.2722,0.3333,3,0,1,6,0.5547
us_tanf,US,child_support,0.8903,0.6667,1,0,1,6,0.2155
br_sus,BR,healthcare_support,0.0,0.8667,0,0,1,6,0.562
br_sus,BR,healthcare_support,0.0,0.0,0,0,1,6,0.5108
in_nfsa,IN,food_assistance,0.2217,0.2667,0,1,1,6,0.6645
br_auxilio_emergencial,BR,unemployment,0.0,0.7451,1,1,0,6,0.7985
in_pmaay,IN,housing_assistance,0.7216,0.1765,1,0,1,6,0.292
in_pmaay,IN,housing_assistance,0.6444,0.9608,1,0,1,6,0.3107
us_tanf,US,child_support,0.0701,1.0,0,0,1,6,0.5771
br_idoso,BR,elderly_care,0.5899,0.4,0,1,1,6,0.4577
br_minha_casa,BR,housing_assistance,0.5298,0.7059,0,1,1,6,0.5494
in_nfsa,IN,food_assistance,0.3988,0.25,0,1,1,6,0.5785
us_tanf,US,child_support,0.2472,0.0,3,0,1,6,0.5616
us_tanf,US,child_support,0.4283,0.0,1,1,1,6,0.5133
us_section8,US,housing_assistance,0.2989,0.3529,1,1,1,6,0.6404
us_tanf,US,child_support,0.2471,0.0,2,0,1,6,0.5286
us_section8,US,housing_assistance,0.4508,0.5882,2,1,1,6,0.6636
in_pmaay,IN,housing_assistance,0.3397,0.2745,2,0,1,6,0.5081
br_bolsa_familia,BR,child_support,0.4842,0.2222,0,1,1,6,0.5174
in_pmaay,IN,housing_assistance,0.417,0.2941,0,0,1,6,0.3217
in_disability_pension,IN,disability_support,0.7102,0.4902,2,1,1,6,0.5113
in_nsap,IN,elderly_care,0.4871,0.6667,1,1,1,6,0.5751
in_nfsa,IN,food_assistance,0.0922,0.1,1,0,1,6,0.5016
in_pmaay,IN,housing_assistance,0.6913,0.1176,0,0,1,6,0.1869
us_unemployment,US,unemployment,0.0,0.2157,3,1,0,6,0.8882
in_nsap,IN,elderly_care,0.5482,0.2333,1,1,1,6,0.5696
us_medicaid,US,healthcare_support,0.5094,0.85,1,1,1,6,0.6252
in_pmaay,IN,housing_assistance,0.2335,0.8627,3,1,1,6,0.8059
us_tanf,US,child_support,0.1454,0.5556,0,1,1,6,0.7345
in_disability_pension,IN,disability_support,0.6251,0.3137,2,0,1,6,0.336
br_bolsa_familia,BR,child_support,0.2165,0.8889,0,0,1,6,0.4424
in_icds,IN,child_support,0.5219,0.6667,1,1,1,6,0.5727
in_pmaay,IN,housing_assistance,0.5067,0.3137,0,1,1,6,0.5167
in_nfsa,IN,food_assistance,0.472,0.8833,1,0,1,6,0.433
br_minha_casa,BR,housing_assistance,0.6572,0.7255,0,0,1,6,0.3211
br_bpc,BR,disability_support,0.3048,0.5167,0,1,1,6,0.6237
br_bpc,BR,disability_support,0.3893,0.8333,0,0,1,6,0.4257
in_nfsa,IN,food_assistance,0.171,0.4833,0,0,1,6,0.5118
us_tanf,US,child_support,0.5267,0.8889,1,0,1,6,0.3571
us_unemployment,US,unemployment,0.0,0.8824,2,1,0,6,0.8595
br_sus,BR,healthcare_support,0.0,0.4667,3,0,1,6,0.713
in_pmaay,IN,housing_assistance,0.2829,0.7843,1,1,1,6,0.6821
br_bolsa_familia,BR,child_support,0.045,0.1111,1,0,1,6,0.5335
us_section8,US,housing_assistance,0.6745,0.0588,0,1,1,6,0.4269
in_pmjay,IN,healthcare_support,0.4713,0.2,0,0,1,6,0.356
br_bpc,BR,disability_support,0.5535,0.0167,0,1,1,6,0.4682
in_nsap,IN,elderly_care,0.5624,0.9333,3,0,1,6,0.5397
us_snap,US,food_assistance,0.1859,0.75,0,1,1,6,0.6891
br_sus,BR,healthcare_support,0.0,0.5667,1,1,1,6,0.8083
br_idoso,BR,elderly_care,0.1738,0.1667,1,0,1,6,0.5323
us_snap,US,food_assistance,0.0456,0.3333,0,1,1,6,0.6955
in_icds,IN,child_support,0.2852,0.0,0,0,1,6,0.3719
in_icds,IN,child_support,0.4983,1.0,0,0,1,6,0.3799
us_tanf,US,child_support,0.6519,0.5556,1,0,1,6,0.333
br_minha_casa,BR,housing_assistance,0.3125,0.1569,0,1,1,6,0.5745
us_ssdi,US,disability_support,0.0,0.7059,3,0,1,6,0.6949
in_pmaay,IN,housing_assistance,0.683,0.9412,2,0,1,6,0.4047
us_snap,US,food_assistance,0.4598,0.3,1,1,1,6,0.5678
br_bolsa_familia,BR,child_support,0.4925,0.4444,2,1,1,6,0.5774
in_icds,IN,child_support,0.195,0.0,3,0,1,6,0.5154
br_sus,BR,healthcare_support,0.0,0.7667,3,0,1,6,0.7158
in_nsap,IN,elderly_care,0.081,0.6333,0,0,1,6,0.5385
us_unemployment,US,unemployment,0.0,0.4314,0,0,0,6,0.547
us_medicaid,US,healthcare_support,0.6935,0.1,3,0,1,6,0.3142
in_icds,IN,child_support,0.7402,0.0,0,1,1,6,0.3611
in_pmaay,IN,housing_assistance,0.4038,0.8039,0,0,1,6,0.4402
us_unemployment,US,unemployment,0.0,0.8627,1,0,0,6,0.6376
br_sus,BR,healthcare_support,0.0,0.7,0,0,1,6,0.5869
